name,min megahertz,max megahertz,min megabytes,max megabytes,min megatexels,max megatexels,VendorID,MinDeviceID,MaxDeviceID,Unsupported,Laptop,m_nDriverVersion_BuildHigh,m_nDriverVersion_BuildLow,m_nDriverVersion_Vista_BuildHigh,m_nDriverVersion_Vista_BuildLow,DefaultRes,MaxDxLevel,DxLevel,MakeMeLast,CentroidHack,NoUserClipPlanes,ConVar.mat_antialias,ConVar.r_fastzreject,ConVar.mat_reducefillrate,ConVar.mat_forceaniso,ConVar.mat_picmip,ConVar.mat_slopescaledepthbias_decal,ConVar.mat_slopescaledepthbias_normal,ConVar.mat_depthbias_decal,ConVar.mat_depthbias_normal,ConVar.mat_trilinear,ConVar.mat_forcehardwaresync,ConVar.mat_specular,ConVar.mat_parallaxmap,ConVar.r_shadowrendertotexture,ConVar.r_waterforceexpensive,ConVar.r_waterforcereflectentities,ConVar.r_rootlod,ConVar.mat_vsync,ConVar.mat_bumpmap,ConVar.r_screenfademinsize,ConVar.r_screenfademaxsize,ConVar.mat_softwarelighting,ConVar.dsp_off,ConVar.dsp_slow_cpu,ConVar.r_shadows,ConVar.r_drawdetailprops,ConVar.r_drawmodeldecals,ConVar.r_drawflecks,ConVar.props_break_max_pieces,ConVar.r_decal_cullsize,ConVar.sv_alternateticks,ConVar.r_dynamic,ConVar.cl_ejectbrass,ConVar.cl_detaildist,ConVar.cl_detailfade,ConVar.r_dopixelvisibility,ConVar.r_VehicleViewDampen,ConVar.mat_forcemanagedtextureintohardware,ConVar.mat_hdr_level,ConVar.r_overlayfademin,ConVar.r_overlayfademax,ConVar.mat_colorcorrection,ConVar.mat_disable_ps_patch,ConVar.mat_motion_blur_enabled,ConVar.r_flashlightdepthtexture,ConVar.mat_disablehwmorph,ConVar.r_portal_stencil_depth,ConVar.mat_tonemapping_occlusion_use_stencil,DisableShaderOptimizations
NVIDIA GeForce 7300,,,,,,,0x10de,0x01d1,0x01d1,,,11,6371,11,6369,1024,,,,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce 7300,,,,,,,0x10de,0x01d3,0x01d3,,,11,6371,11,6369,1024,,,,1,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce Go 7200,,,,,,,0x10de,0x01d6,0x01d6,,,11,6371,11,6369,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce Go 7300,,,,,,,0x10de,0x01d7,0x01d7,,1,11,6371,11,6369,1024,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce Go 7400,,,,,,,0x10de,0x01d8,0x01d8,,1,11,6371,11,6369,1024,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce 7300,,,,,,,0x10de,0x01d9,0x01d9,,,11,6371,11,6369,1024,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7300 LE,,,,,,,0x10de,0x01d9,0x01d9,,,11,6371,11,6369,1024,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA Quadro NVS 110M,,,,,,,0x10de,0x01da,0x01da,,,11,6371,11,6369,640,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA Quadro FX 350M,,,,,,,0x10de,0x01dc,0x01dc,,,11,6371,11,6369,640,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 7500,,,,,,,0x10de,0x01dd,0x01dd,,,11,6371,11,6369,640,,,,1,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA Quadro FX 350,,,,,,,0x10de,0x01de,0x01de,,,11,6371,11,6369,640,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 7300,,,,,,,0x10de,0x01df,0x01df,,,11,6371,11,6369,640,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVidia GeForce3,,,,,,,0x10de,0x0200,0x0202,,,11,6371,11,6369,640,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce3 Ti 200,,,,,,,0x10de,0x0201,0x0201,,,11,6371,11,6369,800,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce3 Ti 500,,,,,,,0x10de,0x0202,0x0202,,,11,6371,11,6369,800,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro DCC,,,,,,,0x10de,0x0203,0x0203,,,11,6371,11,6369,640,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce 6800,,,,,,,0x10de,0x0211,0x0211,,,11,6371,11,6369,1024,,80,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 6800,,,,,,,0x10de,0x0215,0x0215,,,11,6371,11,6369,1024,,80,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 6800,,,,,,,0x10de,0x0218,0x0218,,,11,6371,11,6369,1024,,80,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 6200,,,,,,,0x10de,0x0220,0x0222,,,11,6371,11,6369,1024,,80,,1,,,1,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,0,,,,1,0,,,1,,
NVIDIA GeForce 6200,,,,,,,0x10de,0x0229,0x0229,,,11,6371,11,6369,640,,80,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,1,,
NVIDIA GeForce 6150,,,,,,,0x10de,0x0240,0x0241,,,11,6371,11,6369,640,,80,,1,,,1,1,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,0,,,,1,0,,,1,,
NVIDIA GeForce 6100,,,,,,,0x10de,0x0242,0x0242,,,11,6371,11,6369,640,,80,,1,,,1,1,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,0,,,,1,0,,,1,,
NVIDIA GeForce Go 6150,,,,,,,0x10de,0x0244,0x0244,,,11,6371,11,6369,640,,80,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,1,,
NVIDIA Business Platform,,,,,,,0x10de,0x0245,0x0245,,,11,6371,11,6369,800,,80,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce Go 6100,,,,,,,0x10de,0x0247,0x0247,,,11,6371,11,6369,640,,80,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,1,,
NVidia GeForce4 Ti 4600,,,,,,,0x10de,0x0250,0x0250,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 Ti 4400,,,,,,,0x10de,0x0251,0x0251,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia NV25,,,,,,,0x10de,0x0252,0x0252,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 Ti 4200,,,,,,,0x10de,0x0253,0x0253,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 Ti 4600,,,,,,,0x10de,0x0254,0x0254,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce4,,,,,,,0x10de,0x0254,0x0254,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVidia GeForce4 Ti 4200,,,,,,,0x10de,0x0257,0x0257,,,11,6371,11,6369,640,,80,,1,1,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro4 900 XG,,,,,,,0x10de,0x0258,0x0258,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro4 750 XG,,,,,,,0x10de,0x0259,0x0259,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro4 700 XG,,,,,,,0x10de,0x025b,0x025b,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 Ti 4800,,,,,,,0x10de,0x0280,0x0280,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 Ti 4200 with AGP8X,,,,,,,0x10de,0x0281,0x0281,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 Ti 4800,,,,,,,0x10de,0x0282,0x0282,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce4 Ti 4200 with AGP8X,,,,,,,0x10de,0x0283,0x0283,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 Ti 4200,,,,,,,0x10de,0x0285,0x0285,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 4200 Go,,,,,,,0x10de,0x0286,0x0286,,1,11,6371,11,6369,640,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro4 980 XG,,,,,,,0x10de,0x0288,0x0288,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro4 780 XG,,,,,,,0x10de,0x0289,0x0289,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce4 Ti 4800,,,,,,,0x10de,0x028a,0x028a,,,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro4 700 GoG,,,,,,,0x10de,0x028c,0x028c,,1,11,6371,11,6369,800,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce 7900,,,,,,,0x10de,0x0290,0x0293,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,1,,,1,,
NVIDIA GeForce 7950,,,,,,,0x10de,0x0293,0x0295,,,11,6371,11,6369,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
NVIDIA G71,,,,,,,0x10de,0x0296,0x0296,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 7900,,,,,,,0x10de,0x0296,0x0296,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7900 GTX,,,,,,,0x10de,0x0296,0x0296,,,11,6371,11,6369,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce Go 7950,,,,,,,0x10de,0x0297,0x0297,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce Go 7900,,,,,,,0x10de,0x0298,0x0299,,1,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA Quadro FX 2500M,,,,,,,0x10de,0x029a,0x029a,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,,,
NVIDIA Quadro FX 1500M,,,,,,,0x10de,0x029b,0x029b,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,,,
NVIDIA Quadro FX 5500,,,,,,,0x10de,0x029c,0x029c,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA Quadro FX 3500,,,,,,,0x10de,0x029d,0x029d,,,11,6371,11,6369,1024,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA Quadro FX 1500,,,,,,,0x10de,0x029e,0x029e,,,11,6371,11,6369,1024,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA Quadro FX 4500 X2,,,,,,,0x10de,0x029f,0x029f,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7600,,,,,,,0x10de,0x02e0,0x02e1,,,11,6371,11,6369,1024,,,,1,,4,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce 7300,,,,,,,0x10de,0x02e2,0x02e2,,,11,6371,11,6369,1024,,,,1,,4,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce 7900,,,,,,,0x10de,0x02e3,0x02e3,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7900 GS,,,,,,,0x10de,0x02e3,0x02e3,,,11,6371,11,6369,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce 7950,,,,,,,0x10de,0x02e4,0x02e4,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7950 GT,,,,,,,0x10de,0x02e4,0x02e4,,,11,6371,11,6369,1280,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
NVIDIA GeForce 7600,,,,,,,0x10de,0x02e5,0x02e5,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVidia GeForce FX 5800,,,,,,,0x10de,0x0301,0x0302,,,11,6371,11,6369,1024,,81,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro FX 2000,,,,,,,0x10de,0x0308,0x0308,,,11,6371,11,6369,1024,,81,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro FX 1000,,,,,,,0x10de,0x0309,0x0309,,,11,6371,11,6369,1024,,81,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia ICE FX 2000,,,,,,,0x10de,0x030a,0x030a,,,11,6371,11,6369,1024,,81,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce FX 5950,,,,,,,0x10de,0x0310,0x0310,,,11,6371,11,6369,1024,90,81,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5600,,,,,,,0x10de,0x0311,0x0312,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia NV31,,,,,,,0x10de,0x0313,0x0313,,,11,6371,11,6369,1024,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5600,,,,,,,0x10de,0x0314,0x0314,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia NV31M,,,,,,,0x10de,0x0316,0x0317,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX Go5600,,,,,,,0x10de,0x031a,0x031a,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX Go5650,,,,,,,0x10de,0x031b,0x031b,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro FX Go700,,,,,,,0x10de,0x031c,0x031c,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia NV31GLM,,,,,,,0x10de,0x031d,0x031f,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5200,,,,,,,0x10de,0x0320,0x0323,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5200LE,,,,,,,0x10de,0x0323,0x0323,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX Go5200,,,,,,,0x10de,0x0324,0x0324,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX Go5250,,,,,,,0x10de,0x0325,0x0325,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5500,,,,,,,0x10de,0x0326,0x0326,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5100,,,,,,,0x10de,0x0327,0x0327,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX Go5200 32M/64M,,,,,,,0x10de,0x0328,0x0328,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia NV34MAP,,,,,,,0x10de,0x0329,0x0329,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro NVS 280 PCI,,,,,,,0x10de,0x032a,0x032a,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro FX 500/FX 600,,,,,,,0x10de,0x032b,0x032b,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX Go53xx,,,,,,,0x10de,0x032c,0x032c,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX Go5100,,,,,,,0x10de,0x032d,0x032d,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5200,,,,,,,0x10de,0x032e,0x032e,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia NV34G,,,,,,,0x10de,0x032f,0x032f,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5900,,,,,,,0x10de,0x0330,0x0332,,,11,6371,11,6369,800,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5950,,,,,,,0x10de,0x0333,0x0333,,,11,6371,11,6369,800,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5900,,,,,,,0x10de,0x0334,0x0337,,,11,6371,11,6369,800,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro FX 3000,,,,,,,0x10de,0x0338,0x0338,,,11,6371,11,6369,800,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA Quadro FX 3000,,,,,,,0x10de,0x033a,0x033a,,,11,6371,11,6369,1024,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce FX 5900,,,,,,,0x10de,0x033a,0x033a,,,11,6371,11,6369,800,90,81,,1,1,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVidia Quadro FX 700,,,,,,,0x10de,0x033f,0x033f,,,11,6371,11,6369,800,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce FX 5700,,,,,,,0x10de,0x0340,0x0344,,,11,6371,11,6369,800,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5700LE,,,,,,,0x10de,0x0343,0x0343,,,11,6371,11,6369,1024,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX 5700VE,,,,,,,0x10de,0x0344,0x0344,,,11,6371,11,6369,1024,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia NV36,,,,,,,0x10de,0x0345,0x0345,,,11,6371,11,6369,1024,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce FX Go5700,,,,,,,0x10de,0x0347,0x0348,,1,11,6371,11,6369,800,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce FX Go 5700,,,,,111111,,0x10de,0x0347,0x0349,,,11,6371,11,6369,640,,,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVidia NV36M,,,,,,,0x10de,0x0349,0x0349,,1,11,6371,11,6369,800,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce FX 5700,,,,,,,0x10de,0x034a,0x034b,,,11,6371,11,6369,1024,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia NV36MAP,,,,,,,0x10de,0x034b,0x034b,,1,11,6371,11,6369,800,90,81,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro FX Go1000,,,,,,,0x10de,0x034c,0x034c,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro FX Go 1000,,,,,111111,,0x10de,0x034c,0x034c,,,11,6371,11,6369,640,,,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVidia Quadro FX 1100,,,,,,,0x10de,0x034e,0x034e,,,11,6371,11,6369,1024,90,80,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia NV36G,,,,,,,0x10de,0x034f,0x034f,,,11,6371,11,6369,1024,90,80,,1,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce 7650,,,,,,,0x10de,0x0390,0x0390,,,11,6371,11,6369,1024,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce 7600,,,,,,,0x10de,0x0391,0x0392,,,11,6371,11,6369,1024,,,,1,,2,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 7300,,,,,,,0x10de,0x0393,0x0393,,,11,6371,11,6369,1024,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
